event_id,event_name,event_status,prize_pool,event_dates,event_country,event_image_url
568,Champions Tour Malaysia & Singapore Stage 3: Challengers 2,completed,3060.0,Jul 16 25,my,https://owcdn.net/img/6009f963577f4.png
566,Champions Tour Thailand Stage 3: Challengers 2,completed,2885.0,Jul 17 25,th,https://owcdn.net/img/6009f963577f4.png
539,Champions Tour Japan Stage 3: Challengers 2,completed,0.0,Jul 16 23,jp,https://owcdn.net/img/6009f963577f4.png
520,Champions Tour North America Stage 3: Challengers 1,completed,50000.0,Jul 1 11,us,https://owcdn.net/img/6009f963577f4.png
555,Champions Tour Indonesia Stage 3: Challengers 1,completed,3511.0,Jul 2 11,id,https://owcdn.net/img/6009f963577f4.png
600,Champions Tour Vietnam Stage 3: Challengers 1,completed,6726.0,Jul 1 11,vn,https://owcdn.net/img/6009f963577f4.png
564,Champions Tour Thailand Stage 3: Challengers 1,completed,2885.0,Jul 3 11,th,https://owcdn.net/img/6009f963577f4.png
572,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,completed,5000.0,Jul 3 11,tw,https://owcdn.net/img/6009f963577f4.png
565,Champions Tour Malaysia & Singapore Stage 3: Challengers 1,completed,3060.0,Jul 2 11,my,https://owcdn.net/img/6009f963577f4.png
579,Champions Tour Philippines Stage 3: Challengers 1,completed,5340.0,Jul 1 11,ph,https://owcdn.net/img/6009f963577f4.png
538,Champions Tour Japan Stage 3: Challengers 1,completed,0.0,Jul 3 11,jp,https://owcdn.net/img/6009f963577f4.png
469,Strike Arabia Championship: Season 2,completed,4000.0,Jun 30 Jul 10,un,https://owcdn.net/img/606336083fa0f.png
594,Oceania Tour: Stage 03,completed,7588.0,Jun 23 Aug 15,au,https://owcdn.net/img/6017169f35876.png
533,Champions Tour Brazil Stage 3: Challengers 1,completed,9844.0,Jun 28 Jul 11,br,https://owcdn.net/img/6009f963577f4.png
516,Champions Tour LATAM Stage 3: Challengers 1,completed,4500.0,Jun 21 Jul 11,un,https://owcdn.net/img/6009f963577f4.png
541,Champions Tour Europe Stage 3: Challengers 1,completed,42333.0,Jun 28 Jul 11,eu,https://owcdn.net/img/6009f963577f4.png
542,Champions Tour Turkey Stage 3: Challengers 1,completed,21771.0,Jun 28 Jul 10,tr,https://owcdn.net/img/6009f963577f4.png
543,Champions Tour CIS Stage 3: Challengers 1,completed,21771.0,Jun 28 Jul 10,ru,https://owcdn.net/img/6009f963577f4.png
403,Oceania Tour: Stage 02,completed,7638.0,Apr 6 Jun 6,au,https://owcdn.net/img/6017169f35876.png
353,Valorant Champions Tour Stage 2: Masters Reykjavík,completed,600000.0,May 24 30,is,https://owcdn.net/img/603bfd7bf3f54.png
477,Strike Arabia League: Season 1,completed,3000.0,May 6 23,un,https://owcdn.net/img/60983ff38e7c3.png
398,Champions Tour LATAM Stage 2: Challengers Finals,completed,20000.0,Apr 27 May 12,mx,https://owcdn.net/img/6009f963577f4.png
366,Champions Tour Brazil Stage 2: Challengers Finals,completed,30386.0,Apr 30 May 9,br,https://owcdn.net/img/6009f963577f4.png
372,Champions Tour North America Stage 2: Challengers Finals,completed,100000.0,Apr 29 May 2,us,https://owcdn.net/img/6009f963577f4.png
376,Champions Tour Stage 2: EMEA Challengers Playoffs,completed,106306.0,Apr 23 May 2,eu,https://owcdn.net/img/6009f963577f4.png
426,Champions Tour Korea Stage 2: Challengers,completed,53226.0,Apr 3 May 2,kr,https://owcdn.net/img/6009f963577f4.png
429,Champions Tour SEA Stage 2: Challengers Finals,completed,50000.0,Apr 28 May 2,un,https://owcdn.net/img/6009f963577f4.png
441,Champions Tour Japan Stage 2: Challengers Finals,completed,18418.0,Apr 29 May 2,jp,https://owcdn.net/img/6009f963577f4.png
423,Strike Arabia Championship: Season 1,completed,4000.0,Apr 15 26,un,https://owcdn.net/img/606336083fa0f.png
365,Champions Tour Brazil Stage 2: Challengers 3,completed,30386.0,Apr 12 25,br,https://owcdn.net/img/6009f963577f4.png
371,Champions Tour North America Stage 2: Challengers 2,completed,50000.0,Apr 15 25,us,https://owcdn.net/img/6009f963577f4.png
397,Champions Tour LATAM Stage 2: Challengers 2,completed,4500.0,Apr 15 25,un,https://owcdn.net/img/6009f963577f4.png
395,Champions Tour Vietnam Stage 2: Challengers,completed,23009.0,Apr 8 25,vn,https://owcdn.net/img/6009f963577f4.png
422,Champions Tour Thailand Stage 2: Challengers 2,completed,4354.0,Apr 9 25,th,https://owcdn.net/img/6009f963577f4.png
421,Champions Tour Indonesia Stage 2: Challengers 3,completed,4353.0,Apr 22 25,id,https://owcdn.net/img/6009f963577f4.png
452,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 3,completed,10000.0,Apr 23 25,tw,https://owcdn.net/img/6009f963577f4.png
