match_id,team1,team2,team1_score,team2_score,winner,status,event,tournament
449011,G2 Esports,T1,2,3,,Completed,Playoffs–Grand Final,Valorant Masters Bangkok 2025
450589,Team International,Team Thailand,9,13,,Completed,Showmatch–Main Event,Valorant Masters Bangkok 2025
449013,EDward Gaming,T1,1,3,,Completed,Playoffs–Lower Final,Valorant Masters Bangkok 2025
449012,T1,Team Vitality,2,1,,Completed,Playoffs–Lower Round 1,Valorant Masters Bangkok 2025
449010,EDward Gaming,G2 Esports,0,2,,Completed,Playoffs–Upper Final,Valorant Masters Bangkok 2025
449009,Team Vitality,G2 Esports,0,2,,Completed,Playoffs–Upper Semifinals,Valorant Masters Bangkok 2025
449008,EDward Gaming,T1,2,1,,Completed,Playoffs–Upper Semifinals,Valorant Masters Bangkok 2025
441328,Los Grandes,Vila do Zana,0,2,,Completed,Regular Phase–Round 3,Challengers 2025 Brazil Gamers Club Split 1
441326,Stellae Gaming,F4TALITY,2,0,,Completed,Regular Phase–Round 3,Challengers 2025 Brazil Gamers Club Split 1
441327,SAGAZ,PEEK,0,2,,Completed,Regular Phase–Round 3,Challengers 2025 Brazil Gamers Club Split 1
449604,Zerance Mint,NASR Ignite,1,2,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 1
449605,BLVKHVND,ALTERNATE aTTaX Ruby,2,0,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 1
449602,GIANTX GC,G2 Gozen,2,1,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 1
449603,SK Nebula,HEROIC Valkyries,2,0,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 1
440799,SHERPA,Gen.G Global Academy,0,2,,Completed,Round Robin–Week 3,Challengers 2025: Korea WDG Stage 1
440798,FEARX,SLT Seongnam,2,1,,Completed,Round Robin–Week 3,Challengers 2025: Korea WDG Stage 1
441325,Corinthians Esports,RED Canids,2,1,,Completed,Regular Phase–Round 3,Challengers 2025 Brazil Gamers Club Split 1
441323,TBK Esports,MIBR Academy,2,0,,Completed,Regular Phase–Round 3,Challengers 2025 Brazil Gamers Club Split 1
441324,Agropesca Jacare,Grêmio Esports,0,2,,Completed,Regular Phase–Round 3,Challengers 2025 Brazil Gamers Club Split 1
449600,Zerance Mint,ALTERNATE aTTaX Ruby,2,1,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 1
449601,Lunar,G2 Gozen,0,2,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 1
449598,SK Nebula,Karmine Corp GC,1,2,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 1
449599,NASR Ignite,HEROIC Valkyries,0,2,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 1
440797,DRX Academy,T1 Academy,2,1,,Completed,Round Robin–Week 3,Challengers 2025: Korea WDG Stage 1
440796,FN Pocheon,Dplus Esports,0,2,,Completed,Round Robin–Week 3,Challengers 2025: Korea WDG Stage 1
449005,G2 Esports,Team Liquid,2,0,,Completed,Swiss Stage–Round 3,Valorant Masters Bangkok 2025
449004,T1,DRX,2,0,,Completed,Swiss Stage–Round 3,Valorant Masters Bangkok 2025
449003,Team Liquid,Sentinels,2,1,,Completed,Swiss Stage–Round 2 (0-1),Valorant Masters Bangkok 2025
449002,T1,Trace Esports,2,0,,Completed,Swiss Stage–Round 2 (0-1),Valorant Masters Bangkok 2025
449596,HEROIC Valkyries,ALTERNATE aTTaX Ruby,2,0,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
449597,SK Nebula,Lunar,2,0,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
449594,Karmine Corp GC,G2 Gozen,1,2,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
449595,NASR Ignite,GIANTX GC,0,2,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
449001,EDward Gaming,G2 Esports,2,1,,Completed,Swiss Stage–Round 2 (1-0),Valorant Masters Bangkok 2025
449000,DRX,Team Vitality,1,2,,Completed,Swiss Stage–Round 2 (1-0),Valorant Masters Bangkok 2025
449593,Zerance Mint,BLVKHVND,2,1,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
449592,SK Nebula,ALTERNATE aTTaX Ruby,2,1,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
449590,HEROIC Valkyries,G2 Gozen,0,2,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
449591,Lunar,GIANTX GC,2,1,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
448597,G2 Esports,Trace Esports,2,0,,Completed,Swiss Stage–Round 1,Valorant Masters Bangkok 2025
448599,Team Vitality,T1,2,0,,Completed,Swiss Stage–Round 1,Valorant Masters Bangkok 2025
449588,NASR Ignite,ALTERNATE aTTaX Ruby,0,2,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
449589,Zerance Mint,SK Nebula,0,2,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
449586,HEROIC Valkyries,BLVKHVND,2,1,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
449587,Karmine Corp GC,GIANTX GC,2,1,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 1
448600,DRX,Sentinels,2,0,,Completed,Swiss Stage–Round 1,Valorant Masters Bangkok 2025
448598,EDward Gaming,Team Liquid,2,0,,Completed,Swiss Stage–Round 1,Valorant Masters Bangkok 2025
450486,M80,Cubert Academy,0,2,,Completed,Swiss Stage–Round 5,Challengers 2025: North America ACE Stage 1
441322,F4TALITY,2Game Academy,0,2,,Completed,Regular Phase–Round 2,Challengers 2025 Brazil Gamers Club Split 1
450484,TSM,YFP,2,0,,Completed,Swiss Stage–Round 5,Challengers 2025: North America ACE Stage 1
450485,Burger Boyz,Ambrosia,2,0,,Completed,Swiss Stage–Round 5,Challengers 2025: North America ACE Stage 1
441320,Los Grandes,SAGAZ,2,0,,Completed,Regular Phase–Round 2,Challengers 2025 Brazil Gamers Club Split 1
441321,Stellae Gaming,Vila do Zana,1,2,,Completed,Regular Phase–Round 2,Challengers 2025 Brazil Gamers Club Split 1
445231,LEVIATÁN Academy,OXEN,3,1,,Completed,ACE Masters–Grand Final,Challengers 2025: LATAM South ACE Stage 1
449472,HGE Esport,DNSTY,3,1,,Completed,Playoffs–Grand Final,Challengers 2025: Spain Rising Split 1
450483,QoR,Trust In Plug,2,1,,Completed,Swiss Stage–Round 5,Challengers 2025: North America ACE Stage 1
450482,Blue Otter,SaD Esports,2,1,,Completed,Swiss Stage–Round 5,Challengers 2025: North America ACE Stage 1
441319,MIBR Academy,FURIA Academy,0,2,,Completed,Regular Phase–Round 2,Challengers 2025 Brazil Gamers Club Split 1
440660,FUEGO,E-Xolos LAZER,1,3,,Completed,ACE Masters–Grand Final,Challengers 2025: LATAM North ACE Stage 1
450480,Winthrop University,Hakikimori,2,0,,Completed,Swiss Stage–Round 5,Challengers 2025: North America ACE Stage 1
450481,Nightblood Gaming,Shopify Rebellion Black,1,2,,Completed,Swiss Stage–Round 5,Challengers 2025: North America ACE Stage 1
441317,Corinthians Esports,Agropesca Jacare,2,1,,Completed,Regular Phase–Round 2,Challengers 2025 Brazil Gamers Club Split 1
441318,TBK Esports,RED Canids,0,2,,Completed,Regular Phase–Round 2,Challengers 2025 Brazil Gamers Club Split 1
449471,UCAM Esports Club,DNSTY,2,3,,Completed,Playoffs–Semifinals,Challengers 2025: Spain Rising Split 1
444983,Mandatory,Joblife,0,3,,Completed,Playoffs Phase–Grand Final,Challengers 2025: France Revolution Split 1
450516,DRX Academy,RRQ Academy,2,0,,Completed,Main Event–Grand Final,Global Esports' 2025 Fight Night: Academy
450515,Global Esports Academy,RRQ Academy,5,13,,Completed,Main Event–Round Robin,Global Esports' 2025 Fight Night: Academy
450514,RRQ Academy,DRX Academy,7,13,,Completed,Main Event–Round Robin,Global Esports' 2025 Fight Night: Academy
438173,RIDDLE ORDER,REJECT,3,1,,Completed,Main Stage–Grand Final,Challengers 2025: Japan Split 1
450513,Global Esports Academy,DRX Academy,5,13,,Completed,Main Event–Round Robin,Global Esports' 2025 Fight Night: Academy
449212,Cubert Academy,Trust In Plug,2,1,,Completed,Swiss Stage–Round 4,Challengers 2025: North America ACE Stage 1
449211,Shopify Rebellion Gold,Hakikimori,0,2,,Completed,Swiss Stage–Round 4,Challengers 2025: North America ACE Stage 1
445230,OXEN,Nottingham Miedo,2,0,,Completed,ACE Masters–Semifinals,Challengers 2025: LATAM South ACE Stage 1
449209,Blue Otter,YFP,0,2,,Completed,Swiss Stage–Round 4,Challengers 2025: North America ACE Stage 1
449210,M80,Nightblood Gaming,2,1,,Completed,Swiss Stage–Round 4,Challengers 2025: North America ACE Stage 1
448738,Team Liquid Brazil,MIBR GC,3,1,,Completed,Main Event–Grand Final,Game Changers 2025: Brazil Kickoff
445229,LEVIATÁN Academy,9z Team,2,0,,Completed,ACE Masters–Semifinals,Challengers 2025: LATAM South ACE Stage 1
449583,NASR Ignite,BLVKHVND,0,2,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 1
449584,Zerance Mint,GIANTX GC,0,2,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 1
449470,HGE Esport,KOI Fénix,3,2,,Completed,Playoffs–Semifinals,Challengers 2025: Spain Rising Split 1
449581,SK Nebula,G2 Gozen,1,2,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 1
449582,Lunar,Karmine Corp GC,0,2,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 1
448818,BBL PCIFIC,Eternal Fire,3,2,,Completed,Playoffs Phase–Grand Final,Challengers 2025: Türkiye Birlik Kickoff
438183,REJECT,NOEZ FOXX,3,1,,Completed,Main Stage–Lower Final,Challengers 2025: Japan Split 1
440659,E-Xolos LAZER,Six Karma,2,0,,Completed,ACE Masters–Semifinals,Challengers 2025: LATAM North ACE Stage 1
440658,FUEGO,FUSION,2,0,,Completed,ACE Masters–Semifinals,Challengers 2025: LATAM North ACE Stage 1
443199,Wadadaa,FlyQuest RED,3,0,,Completed,Main Event–Grand Final,Game Changers 2025: North America Kickoff
448744,MIBR GC,Corinthians Esports Inclusivo,3,0,,Completed,Main Event–Lower Final,Game Changers 2025: Brazil Kickoff
449580,Zerance Mint,HEROIC Valkyries,2,1,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 1
442296,Szach Mat,Team Liquid Academy,2,3,,Completed,Playoffs–Grand Final,Challengers 2025: NORTH//EAST Split 1
444982,DVM Esport,Joblife,1,3,,Completed,Playoffs Phase–Semifinals,Challengers 2025: France Revolution Split 1
449578,NASR Ignite,Karmine Corp GC,0,2,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 1
449579,GIANTX GC,BLVKHVND,2,1,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 1
445386,CGN Esports,FOKUS,0,3,,Completed,Playoffs–Grand Final,Challengers 2025: DACH Evolution Split 1
431447,FULL SENSE,KIMMY KITTENS,3,1,,Completed,Playoffs–Grand Final,Challengers 2025: Southeast Asia Split 1
438182,NOEZ FOXX,FENNEL,2,0,,Completed,Main Stage–Lower Round 4,Challengers 2025: Japan Split 1
440540,Nova Esports,Wolves Esports,3,0,,Completed,Main Event–Grand Final,China Evolution Series: Act 1
438172,RIDDLE ORDER,REJECT,2,0,,Completed,Main Stage–Upper Final,Challengers 2025: Japan Split 1
443205,YFP X,FlyQuest RED,0,3,,Completed,Main Event–Lower Final,Game Changers 2025: North America Kickoff
445385,MOUZ,FOKUS,1,2,,Completed,Playoffs–Semifinals,Challengers 2025: DACH Evolution Split 1
449577,Karmine Corp GC,ALTERNATE aTTaX Ruby,2,0,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 1
449576,Zerance Mint,Lunar,2,0,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 1
442302,Team Liquid Academy,Enterprise Esports,3,2,,Completed,Playoffs–Lower Final,Challengers 2025: NORTH//EAST Split 1
444981,Mandatory,KCORP Blue Stars,3,1,,Completed,Playoffs Phase–Semifinals,Challengers 2025: France Revolution Split 1
449574,G2 Gozen,BLVKHVND,2,0,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 1
449575,HEROIC Valkyries,GIANTX GC,0,2,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 1
448817,İstanbul Wildcats,Eternal Fire,2,3,,Completed,Playoffs Phase–Lower Final,Challengers 2025: Türkiye Birlik Kickoff
445384,Eintracht Frankfurt,CGN Esports,1,2,,Completed,Playoffs–Semifinals,Challengers 2025: DACH Evolution Split 1
431449,Alter Ego,KIMMY KITTENS,0,3,,Completed,Playoffs–Lower Final,Challengers 2025: Southeast Asia Split 1
438181,FENNEL,Sengoku Gaming,2,0,,Completed,Main Stage–Lower Round 3,Challengers 2025: Japan Split 1
440541,Bilibili Gaming,JDG Esports,3,0,,Completed,Main Event–Consolation Final,China Evolution Series: Act 1
438180,SCARZ,NOEZ FOXX,1,2,,Completed,Main Stage–Lower Round 3,Challengers 2025: Japan Split 1
443204,FlyQuest RED,Bun N' Gun,2,0,,Completed,Main Event–Lower Round 3,Game Changers 2025: North America Kickoff
443198,YFP X,Wadadaa,1,2,,Completed,Main Event–Upper Final,Game Changers 2025: North America Kickoff
442301,Metizport,Enterprise Esports,0,2,,Completed,Playoffs–Lower Round 3,Challengers 2025: NORTH//EAST Split 1
442295,Szach Mat,Team Liquid Academy,2,1,,Completed,Playoffs–Upper Final,Challengers 2025: NORTH//EAST Split 1
431446,FULL SENSE,Alter Ego,2,0,,Completed,Playoffs–Upper Final,Challengers 2025: Southeast Asia Split 1
431448,Z11,KIMMY KITTENS,0,2,,Completed,Playoffs–Lower Round 1,Challengers 2025: Southeast Asia Split 1
440539,Wolves Esports,JDG Esports,2,0,,Completed,Main Event–Semifinals,China Evolution Series: Act 1
438179,Sengoku Gaming,Murash Gaming,2,0,,Completed,Main Stage–Lower Round 2,Challengers 2025: Japan Split 1
440538,Bilibili Gaming,Nova Esports,0,2,,Completed,Main Event–Semifinals,China Evolution Series: Act 1
438178,CREST GAMING Zst,NOEZ FOXX,1,2,,Completed,Main Stage–Lower Round 2,Challengers 2025: Japan Split 1
443202,FlyQuest RED,Teddy Tactics,2,0,,Completed,Main Event–Lower Round 2,Game Changers 2025: North America Kickoff
441315,PEEK,F4TALITY,2,0,,Completed,Regular Phase–Round 1,Challengers 2025 Brazil Gamers Club Split 1
443203,:3,Bun N' Gun,1,2,,Completed,Main Event–Lower Round 2,Game Changers 2025: North America Kickoff
441313,Los Grandes,Stellae Gaming,1,2,,Completed,Regular Phase–Round 1,Challengers 2025 Brazil Gamers Club Split 1
441314,Vila do Zana,2Game Academy,0,2,,Completed,Regular Phase–Round 1,Challengers 2025 Brazil Gamers Club Split 1
442300,Zero Tenacity,Enterprise Esports,0,2,,Completed,Playoffs–Lower Round 2,Challengers 2025: NORTH//EAST Split 1
442299,SweetNsour,Metizport,0,2,,Completed,Playoffs–Lower Round 2,Challengers 2025: NORTH//EAST Split 1
431445,KIMMY KITTENS,Alter Ego,0,2,,Completed,Playoffs–Upper Semifinals,Challengers 2025: Southeast Asia Split 1
440791,SLT Seongnam,SHERPA,2,0,,Completed,Round Robin–Week 2,Challengers 2025: Korea WDG Stage 1
431444,Z11,FULL SENSE,0,2,,Completed,Playoffs–Upper Semifinals,Challengers 2025: Southeast Asia Split 1
440790,Dplus Esports,Gen.G Global Academy,1,2,,Completed,Round Robin–Week 2,Challengers 2025: Korea WDG Stage 1
443201,Bun N' Gun,Shrimp Gaming,2,0,,Completed,Main Event–Lower Round 1,Game Changers 2025: North America Kickoff
443197,Wadadaa,FlyQuest RED,2,1,,Completed,Main Event–Upper Semifinals,Game Changers 2025: North America Kickoff
449207,TSM,RANKERS,0,2,,Completed,Swiss Stage–Round 4,Challengers 2025: North America ACE Stage 1
449208,SaD Esports,Burger Boyz,2,1,,Completed,Swiss Stage–Round 4,Challengers 2025: North America ACE Stage 1
441312,Grêmio Esports,MIBR Academy,2,0,,Completed,Regular Phase–Round 1,Challengers 2025 Brazil Gamers Club Split 1
440672,9z Team,Rebirth Esports,2,0,,Completed,ACE Masters–Decider (B),Challengers 2025: LATAM South ACE Stage 1
443196,YFP X,:3,2,0,,Completed,Main Event–Upper Semifinals,Game Changers 2025: North America Kickoff
443200,Catnappers,Teddy Tactics,1,2,,Completed,Main Event–Lower Round 1,Game Changers 2025: North America Kickoff
449205,Ambrosia,QoR,0,2,,Completed,Swiss Stage–Round 4,Challengers 2025: North America ACE Stage 1
449206,Winthrop University,Shopify Rebellion Black,0,2,,Completed,Swiss Stage–Round 4,Challengers 2025: North America ACE Stage 1
435510,DNSTY,HGE Esport,0,2,,Completed,Regular Season–Day 9,Challengers 2025: Spain Rising Split 1
441310,Corinthians Esports,TBK Esports,2,0,,Completed,Regular Phase–Round 1,Challengers 2025 Brazil Gamers Club Split 1
441311,RED Canids,FURIA Academy,2,1,,Completed,Regular Phase–Round 1,Challengers 2025 Brazil Gamers Club Split 1
440667,Zen eSports,Nottingham Miedo,1,2,,Completed,ACE Masters–Decider (A),Challengers 2025: LATAM South ACE Stage 1
448816,BBL PCIFIC,İstanbul Wildcats,2,0,,Completed,Playoffs Phase–Upper Final,Challengers 2025: Türkiye Birlik Kickoff
435511,KOI Fénix,Barça eSports,1,1,,Completed,Regular Season–Day 9,Challengers 2025: Spain Rising Split 1
435512,Falke Esports,Ramboot Club,1,1,,Completed,Regular Season–Day 9,Challengers 2025: Spain Rising Split 1
435509,UCAM Esports Club,KPI Gaming,1,1,,Completed,Regular Season–Day 9,Challengers 2025: Spain Rising Split 1
435513,ZETA Gaming,NOVO Esports,1,1,,Completed,Regular Season–Day 9,Challengers 2025: Spain Rising Split 1
448815,Eternal Fire,Fenerbahçe Esports,2,1,,Completed,Playoffs Phase–Lower Round 2,Challengers 2025: Türkiye Birlik Kickoff
431443,Alter Ego,NAOS,2,1,,Completed,Playoffs–Knockout Round,Challengers 2025: Southeast Asia Split 1
431442,FULL SENSE,ZOL Esports,2,0,,Completed,Playoffs–Knockout Round,Challengers 2025: Southeast Asia Split 1
440789,FN Pocheon,DRX Academy,1,2,,Completed,Round Robin–Week 2,Challengers 2025: Korea WDG Stage 1
438171,FENNEL,REJECT,1,2,,Completed,Main Stage–Upper Semifinals,Challengers 2025: Japan Split 1
440788,T1 Academy,FEARX,2,0,,Completed,Round Robin–Week 2,Challengers 2025: Korea WDG Stage 1
438170,SCARZ,RIDDLE ORDER,0,2,,Completed,Main Stage–Upper Semifinals,Challengers 2025: Japan Split 1
445244,Shopify Rebellion Gold,QoR,0,2,,Completed,Swiss Stage–Round 3,Challengers 2025: North America ACE Stage 1
443195,FlyQuest RED,Shrimp Gaming,2,0,,Completed,Main Event–Upper Quarterfinals,Game Changers 2025: North America Kickoff
440656,Contra,FUSION,0,2,,Completed,ACE Masters–Decider (B),Challengers 2025: LATAM North ACE Stage 1
443194,Wadadaa,Bun N' Gun,2,0,,Completed,Main Event–Upper Quarterfinals,Game Changers 2025: North America Kickoff
445243,Ambrosia,Hakikimori,2,0,,Completed,Swiss Stage–Round 3,Challengers 2025: North America ACE Stage 1
440651,AB3 Esports,Six Karma,0,2,,Completed,ACE Masters–Decider (A),Challengers 2025: LATAM North ACE Stage 1
443192,YFP X,Catnappers,2,0,,Completed,Main Event–Upper Quarterfinals,Game Changers 2025: North America Kickoff
443193,Teddy Tactics,:3,0,2,,Completed,Main Event–Upper Quarterfinals,Game Changers 2025: North America Kickoff
448737,MIBR GC,Team Liquid Brazil,0,2,,Completed,Main Event–Upper Final,Game Changers 2025: Brazil Kickoff
445241,RANKERS,Cubert Academy,2,0,,Completed,Swiss Stage–Round 3,Challengers 2025: North America ACE Stage 1
445242,Trust In Plug,SaD Esports,2,1,,Completed,Swiss Stage–Round 3,Challengers 2025: North America ACE Stage 1
448742,caramelin,gg gc,0,2,,Completed,Main Event–Lower Round 2,Game Changers 2025: Brazil Kickoff
448814,Fenerbahçe Esports,S2G Esports,2,0,,Completed,Playoffs Phase–Lower Round 1,Challengers 2025: Türkiye Birlik Kickoff
448813,Galatasaray Esports,Eternal Fire,0,2,,Completed,Playoffs Phase–Lower Round 1,Challengers 2025: Türkiye Birlik Kickoff
431441,Alter Ego,Oblivion Force,2,1,,Completed,Group Stage–Week 5,Challengers 2025: Southeast Asia Split 1
440537,Xi Lai Gaming,JDG Esports,0,2,,Completed,Main Event–Quarterfinals,China Evolution Series: Act 1
431440,Team Secret Academy,Z11,0,2,,Completed,Group Stage–Week 5,Challengers 2025: Southeast Asia Split 1
438177,Murash Gaming,ZETA DIVISION Academy,2,1,,Completed,Main Stage–Lower Round 1,Challengers 2025: Japan Split 1
440536,Dragon Ranger Gaming,Wolves Esports,1,2,,Completed,Main Event–Quarterfinals,China Evolution Series: Act 1
438176,BC SWELL,Sengoku Gaming,1,2,,Completed,Main Stage–Lower Round 1,Challengers 2025: Japan Split 1
445239,Blue Otter,Burger Boyz,2,0,,Completed,Swiss Stage–Round 3,Challengers 2025: North America ACE Stage 1
445240,YFP,Shopify Rebellion Black,2,0,,Completed,Swiss Stage–Round 3,Challengers 2025: North America ACE Stage 1
448739,Kiwizitos,Team Leveling,2,1,,Completed,Main Event–Lower Round 1,Game Changers 2025: Brazil Kickoff
440671,Rebirth Esports,ShindeN,2,1,,Completed,ACE Masters–Elimination (B),Challengers 2025: LATAM South ACE Stage 1
445237,M80,TSM,0,2,,Completed,Swiss Stage–Round 3,Challengers 2025: North America ACE Stage 1
445238,Nightblood Gaming,Winthrop University,2,1,,Completed,Swiss Stage–Round 3,Challengers 2025: North America ACE Stage 1
435506,Ramboot Club,UCAM Esports Club,0,2,,Completed,Regular Season–Day 8,Challengers 2025: Spain Rising Split 1
448736,Corinthians Esports Inclusivo,Team Liquid Brazil,0,2,,Completed,Main Event–Upper Semifinals,Game Changers 2025: Brazil Kickoff
440666,Las Cabras,Nottingham Miedo,0,2,,Completed,ACE Masters–Elimination (A),Challengers 2025: LATAM South ACE Stage 1
435505,KPI Gaming,KOI Fénix,0,2,,Completed,Regular Season–Day 8,Challengers 2025: Spain Rising Split 1
435507,NOVO Esports,Falke Esports,1,1,,Completed,Regular Season–Day 8,Challengers 2025: Spain Rising Split 1
448812,İstanbul Wildcats,Fenerbahçe Esports,2,0,,Completed,Playoffs Phase–Upper Semifinals,Challengers 2025: Türkiye Birlik Kickoff
435504,Barça eSports,DNSTY,2,0,,Completed,Regular Season–Day 8,Challengers 2025: Spain Rising Split 1
435508,HGE Esport,ZETA Gaming,2,0,,Completed,Regular Season–Day 8,Challengers 2025: Spain Rising Split 1
448811,BBL PCIFIC,Galatasaray Esports,2,0,,Completed,Playoffs Phase–Upper Semifinals,Challengers 2025: Türkiye Birlik Kickoff
431439,ZOL Esports,TALON Academy,2,1,,Completed,Group Stage–Week 5,Challengers 2025: Southeast Asia Split 1
440535,FunPlus Phoenix,Nova Esports,0,2,,Completed,Main Event–Quarterfinals,China Evolution Series: Act 1
431438,KIMMY KITTENS,NAOS,2,0,,Completed,Group Stage–Week 5,Challengers 2025: Southeast Asia Split 1
440534,Bilibili Gaming,TYLOO,2,0,,Completed,Main Event–Quarterfinals,China Evolution Series: Act 1
440655,FUSION,Chivas Esports,2,0,,Completed,ACE Masters–Elimination (B),Challengers 2025: LATAM North ACE Stage 1
440650,CINTANEGRA Esports,Six Karma,1,2,,Completed,ACE Masters–Elimination (A),Challengers 2025: LATAM North ACE Stage 1
448734,Corinthians Esports Inclusivo,gg gc,2,1,,Completed,Main Event–Upper Quarterfinals,Game Changers 2025: Brazil Kickoff
448731,MIBR GC,Kiwizitos,2,0,,Completed,Main Event–Upper Quarterfinals,Game Changers 2025: Brazil Kickoff
429390,Team Vitality,Team Liquid,3,2,,Completed,Main Event–Grand Final,VCT 2025: EMEA Kickoff
440533,JDG Esports,EDward Gaming,2,0,,Completed,Main Event–Round of 12,China Evolution Series: Act 1
440532,Wolves Esports,Titan Esports Club,2,0,,Completed,Main Event–Round of 12,China Evolution Series: Act 1
430525,DRX,T1,3,2,,Completed,Main Event–Grand Final,VCT 2025: Pacific Kickoff
428002,G2 Esports,Sentinels,3,2,,Completed,Main Event–Grand Final,VCT 2025: Americas Kickoff
429401,Team Heretics,Team Liquid,0,3,,Completed,Main Event–Lower Final,VCT 2025: EMEA Kickoff
440531,Nova Esports,Trace Esports,2,1,,Completed,Main Event–Round of 12,China Evolution Series: Act 1
440530,TYLOO,All Gamers,2,0,,Completed,Main Event–Round of 12,China Evolution Series: Act 1
430535,T1,Gen.G,3,2,,Completed,Main Event–Lower Final,VCT 2025: Pacific Kickoff
428012,Sentinels,MIBR,3,1,,Completed,Main Event–Lower Final,VCT 2025: Americas Kickoff
429400,FUT Esports,Team Liquid,1,2,,Completed,Main Event–Lower Round 4,VCT 2025: EMEA Kickoff
429389,Team Vitality,Team Heretics,2,0,,Completed,Main Event–Upper Final,VCT 2025: EMEA Kickoff
430534,TALON,Gen.G,0,2,,Completed,Main Event–Lower Round 4,VCT 2025: Pacific Kickoff
430524,T1,DRX,1,2,,Completed,Main Event–Upper Final,VCT 2025: Pacific Kickoff
428011,MIBR,KRÜ Esports,2,1,,Completed,Main Event–Lower Round 4,VCT 2025: Americas Kickoff
428001,Sentinels,G2 Esports,0,2,,Completed,Main Event–Upper Final,VCT 2025: Americas Kickoff
442294,Zero Tenacity,Team Liquid Academy,1,2,,Completed,Playoffs–Upper Semifinals,Challengers 2025: NORTH//EAST Split 1
444980,Team Valiant,KCORP Blue Stars,1,3,,Completed,Playoffs Phase–Quarterfinals,Challengers 2025: France Revolution Split 1
442293,Szach Mat,SweetNsour,2,0,,Completed,Playoffs–Upper Semifinals,Challengers 2025: NORTH//EAST Split 1
431435,The MongolZ,RRQ Academy,0,2,,Completed,Group Stage–Week 4,Challengers 2025: Southeast Asia Split 1
431434,FULL SENSE,Xipto Esports,2,0,,Completed,Group Stage–Week 4,Challengers 2025: Southeast Asia Split 1
440783,Dplus Esports,SLT Seongnam,2,1,,Completed,Round Robin–Week 1,Challengers 2025: Korea WDG Stage 1
438175,NOEZ FOXX,DFM Academy,2,0,,Completed,Main Stage–Lower Round 1,Challengers 2025: Japan Split 1
440782,T1 Academy,SHERPA,2,0,,Completed,Round Robin–Week 1,Challengers 2025: Korea WDG Stage 1
438174,IGZIST,CREST GAMING Zst,0,2,,Completed,Main Stage–Lower Round 1,Challengers 2025: Japan Split 1
442297,děti ulice,Metizport,1,2,,Completed,Playoffs–Lower Round 1,Challengers 2025: NORTH//EAST Split 1
444979,Joblife,Siko Esports,3,2,,Completed,Playoffs Phase–Quarterfinals,Challengers 2025: France Revolution Split 1
442298,EXO Clan,Enterprise Esports,1,2,,Completed,Playoffs–Lower Round 1,Challengers 2025: NORTH//EAST Split 1
431433,Oblivion Force,Z11,0,2,,Completed,Group Stage–Week 4,Challengers 2025: Southeast Asia Split 1
440781,Gen.G Global Academy,DRX Academy,0,2,,Completed,Round Robin–Week 1,Challengers 2025: Korea WDG Stage 1
431432,Alter Ego,TALON Academy,2,1,,Completed,Group Stage–Week 4,Challengers 2025: Southeast Asia Split 1
438169,NOEZ FOXX,REJECT,1,2,,Completed,Main Stage–Upper Quarterfinals,Challengers 2025: Japan Split 1
440780,FEARX,FN Pocheon,2,1,,Completed,Round Robin–Week 1,Challengers 2025: Korea WDG Stage 1
438168,IGZIST,FENNEL,0,2,,Completed,Main Stage–Upper Quarterfinals,Challengers 2025: Japan Split 1
441719,Blue Otter,Hakikimori,2,0,,Completed,Swiss Stage–Round 2,Challengers 2025: North America ACE Stage 1
